Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1964","1964","t","59","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1964","1964","1000 USD","30","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1965","1965","t","2474","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1965","1965","1000 USD","1356","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1965","1965","t","47","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1965","1965","1000 USD","26","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1966","1966","t","2281","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1966","1966","1000 USD","1311","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1966","1966","t","61","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1966","1966","1000 USD","31","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1967","1967","t","2175","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1967","1967","1000 USD","1105","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1967","1967","t","25","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1967","1967","1000 USD","14","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1968","1968","t","2220","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1968","1968","1000 USD","1103","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1968","1968","t","22","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1968","1968","1000 USD","11","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1969","1969","t","4827","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1969","1969","1000 USD","1046","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1969","1969","t","6","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1969","1969","1000 USD","3","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1970","1970","t","2426","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1970","1970","1000 USD","1137","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1970","1970","t","12","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1970","1970","1000 USD","6","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1971","1971","t","2447","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1971","1971","1000 USD","1154","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1971","1971","t","12","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1971","1971","1000 USD","8","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1972","1972","t","2653","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1972","1972","1000 USD","1485","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1972","1972","t","19","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1972","1972","1000 USD","15","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1973","1973","t","1511","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1973","1973","1000 USD","1768","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1973","1973","t","7","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1973","1973","1000 USD","8","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1974","1974","t","1795","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1974","1974","1000 USD","2162","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1974","1974","t","9","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1974","1974","1000 USD","9","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1975","1975","t","2529","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1975","1975","1000 USD","2410","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1975","1975","t","3","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1975","1975","1000 USD","6","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1976","1976","t","3366","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1976","1976","1000 USD","2749","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1976","1976","t","30","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1976","1976","1000 USD","55","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1977","1977","t","4126","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1977","1977","1000 USD","4276","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1977","1977","t","19","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1977","1977","1000 USD","49","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1978","1978","t","2533","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1978","1978","1000 USD","2449","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1978","1978","t","0","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1978","1978","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1979","1979","t","2903","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1979","1979","1000 USD","3906","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1979","1979","t","67","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1979","1979","1000 USD","77","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1980","1980","t","5910","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1980","1980","1000 USD","5402","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1980","1980","t","37","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1980","1980","1000 USD","57","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1981","1981","t","3478","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1981","1981","1000 USD","5672","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1981","1981","t","38","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1981","1981","1000 USD","61","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1982","1982","t","3834","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1982","1982","1000 USD","5995","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1982","1982","t","86","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1982","1982","1000 USD","280","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1983","1983","t","5134","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1983","1983","1000 USD","7932.01","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1983","1983","t","4","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1983","1983","1000 USD","8.19","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1984","1984","t","5740","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1984","1984","1000 USD","8918.5","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1984","1984","t","26","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1984","1984","1000 USD","90.92","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1985","1985","t","6032","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1985","1985","1000 USD","8022","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1985","1985","t","4","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1985","1985","1000 USD","9","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1986","1986","t","6731","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1986","1986","1000 USD","7900","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1986","1986","t","1","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1986","1986","1000 USD","4","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1987","1987","t","7297","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1987","1987","1000 USD","8972","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1987","1987","t","60","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1987","1987","1000 USD","97","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1988","1988","t","6678","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1988","1988","1000 USD","10223","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1988","1988","t","5","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1988","1988","1000 USD","9","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1989","1989","t","6375","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1989","1989","1000 USD","9946","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1989","1989","t","0","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1989","1989","1000 USD","3","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1990","1990","t","7141","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1990","1990","1000 USD","11293","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1990","1990","t","93","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1990","1990","1000 USD","221","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1991","1991","t","7366","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1991","1991","1000 USD","11012","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1991","1991","t","199","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1991","1991","1000 USD","676","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1992","1992","t","8878","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1992","1992","1000 USD","14171","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1992","1992","t","249","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1992","1992","1000 USD","990","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1993","1993","t","8785","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1993","1993","1000 USD","14289","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1993","1993","t","294","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1993","1993","1000 USD","1165","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1994","1994","t","9241","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1994","1994","1000 USD","16777","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1994","1994","t","433","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1994","1994","1000 USD","1670","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1995","1995","t","11108","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1995","1995","1000 USD","19877","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1995","1995","t","402","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1995","1995","1000 USD","1553","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1996","1996","t","14528","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1996","1996","1000 USD","27199","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1996","1996","t","526","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1996","1996","1000 USD","1720","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1997","1997","t","12808","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1997","1997","1000 USD","28520","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1997","1997","t","483","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1997","1997","1000 USD","1675","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1998","1998","t","13624","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1998","1998","1000 USD","19344","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1998","1998","t","116","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1998","1998","1000 USD","801","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","1999","1999","t","13668","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","1999","1999","1000 USD","20444","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","1999","1999","t","169","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","1999","1999","1000 USD","777","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2000","2000","t","16879.3","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2000","2000","1000 USD","22661","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2000","2000","t","237.3","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2000","2000","1000 USD","637","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2001","2001","t","21866.5","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2001","2001","1000 USD","28676","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2001","2001","t","439","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2001","2001","1000 USD","593","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2002","2002","t","19827.1","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2002","2002","1000 USD","29879","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2002","2002","t","524.4","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2002","2002","1000 USD","1369","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2003","2003","t","18419.1","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2003","2003","1000 USD","28869","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2003","2003","t","546.5","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2003","2003","1000 USD","1802","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2004","2004","t","23593.4","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2004","2004","1000 USD","41823","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2004","2004","t","898.7","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2004","2004","1000 USD","3038","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2005","2005","t","22503.1","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2005","2005","1000 USD","45158","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2005","2005","t","1515.1","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2005","2005","1000 USD","3163","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2006","2006","t","22656.3","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2006","2006","1000 USD","46163","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2006","2006","t","2327.3","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2006","2006","1000 USD","5171","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2007","2007","t","24360.4","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2007","2007","1000 USD","55523","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2007","2007","t","2076.1","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2007","2007","1000 USD","4805","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2008","2008","t","22260.6","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2008","2008","1000 USD","62028","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2008","2008","t","2353.1","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2008","2008","1000 USD","7348","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2009","2009","t","23647.8","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2009","2009","1000 USD","64525","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2009","2009","t","2769.1","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2009","2009","1000 USD","7531","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2010","2010","t","29177.8","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2010","2010","1000 USD","112555","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2010","2010","t","3024.3","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2010","2010","1000 USD","8145","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2011","2011","t","27513.4","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2011","2011","1000 USD","113759","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2011","2011","t","3029.9","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2011","2011","1000 USD","9783","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2012","2012","t","30913.5","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2012","2012","1000 USD","115915","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2012","2012","t","2439","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2012","2012","1000 USD","8389","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2013","2013","t","37161.3","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2013","2013","1000 USD","138015","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2013","2013","t","2706.3","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2013","2013","1000 USD","6746","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2014","2014","t","45979.06","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2014","2014","1000 USD","180839.4","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2014","2014","t","2827.89","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2014","2014","1000 USD","6153.02","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2015","2015","t","40376.11","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2015","2015","1000 USD","146733","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2015","2015","t","1842.18","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2015","2015","1000 USD","5673.48","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2016","2016","t","37074.39","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2016","2016","1000 USD","127687.58","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2016","2016","t","2830.46","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2016","2016","1000 USD","5658.96","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2017","2017","t","41470.16","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2017","2017","1000 USD","190550.77","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2017","2017","t","1755.68","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2017","2017","1000 USD","4199.4","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2018","2018","t","39686.91","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2018","2018","1000 USD","190141.78","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2018","2018","t","1860.3","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2018","2018","1000 USD","6731.32","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F2076","Other Meat","2019","2019","t","33438.62","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F2076","Other Meat","2019","2019","1000 USD","169205.91","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F2076","Other Meat","2019","2019","t","1258.44","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F2076","Other Meat","2019","2019","1000 USD","4200.24","A","Official figure",""
